Category	SuperPathway	SubPathway	Gene	KOAnnot
Metabolism	Energy metabolism	Nitrogen_metabolism	K00266	gltD; glutamate synthase (NADPH/NADH) small chain
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00270	pdh; phenylalanine dehydrogenase
Metabolism	Amino acid metabolism	Valine_leucine_and_isoleucine_degradation	K00271	vdh; valine dehydrogenase (NAD+)
Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	K00272	DDO; D-aspartate oxidase
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K00273	DAO, aao; D-amino-acid oxidase
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K00274	MAO, aofH; monoamine oxidase
Metabolism	Metabolism of cofactors and vitamins	Vitamin_B6_metabolism	K00275	pdxH, PNPO; pyridoxamine 5'-phosphate oxidase
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K00276	AOC3, AOC2, tynA; primary-amine oxidase
Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	K00278	nadB; L-aspartate oxidase
Metabolism	Metabolism of terpenoids and polyketides	Zeatin_biosynthesis	K00279	CKX; cytokinin dehydrogenase
Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	K00281	GLDC, gcvP; glycine dehydrogenase
Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	K00282	gcvPA; glycine dehydrogenase subunit 1
Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	K00283	gcvPB; glycine dehydrogenase subunit 2
Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	K00284	E1.4.7.1; glutamate synthase (ferredoxin)
Metabolism	Amino acid metabolism	Phenylalanine_metabolism	K00285	dadA; D-amino-acid dehydrogenase
Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	K00286	E1.5.1.2, proC; pyrroline-5-carboxylate reductase
Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	K00287	folA; dihydrofolate reductase
Metabolism	Metabolism of cofactors and vitamins	One_carbon_pool_by_folate	K00288	MTHFD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase
Metabolism	Metabolism of cofactors and vitamins	One_carbon_pool_by_folate	K00289	E1.5.1.6, FTHFD; formyltetrahydrofolate dehydrogenase
Metabolism	Amino acid metabolism	Lysine_biosynthesis	K00290	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming)
Metabolism	Amino acid metabolism	Lysine_degradation	K00291	E1.5.1.8; saccharopine dehydrogenase (NADP+, L-lysine forming)
Metabolism	Amino acid metabolism	Lysine_degradation	K00292	E1.5.1.9; saccharopine dehydrogenase (NAD+, L-glutamate forming)
Metabolism	Amino acid metabolism	Lysine_biosynthesis	K00293	LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming)
Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	K00294	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase
Metabolism	Metabolism of cofactors and vitamins	One_carbon_pool_by_folate	K00295	MTD1; methylenetetrahydrofolate dehydrogenase (NAD+)
Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	K00296	E1.5.1.19; D-nopaline dehydrogenase
Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	K00297	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH)
Metabolism	Energy metabolism	Sulfur_metabolism	K00299	ssuE; FMN reductase
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K00301	E1.5.3.1; sarcosine oxidase
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K00302	soxA; sarcosine oxidase, subunit alpha
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K00303	soxB; sarcosine oxidase, subunit beta
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K00304	soxD; sarcosine oxidase, subunit delta
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K00305	soxG; sarcosine oxidase, subunit gamma
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K00306	PIPOX; sarcosine oxidase / L-pipecolate oxidase
Metabolism	Biosynthesis of other secondary metabolites	Isoquinoline_alkaloid_biosynthesis	K00307	E1.21.3.3; reticuline oxidase
Cellular Processes	Transport and catabolism	Peroxisome	K00308	PAOX; N1-acetylpolyamine oxidase
Metabolism	Metabolism of other amino acids	Glutathione_metabolism	K00310	SE; pyrimidodiazepine synthase
Environmental Information Processing	Signal transduction	Wnt_signaling_pathway	K00312	WNT3; wingless-type MMTV integration site family, member 3
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K00314	SARDH; sarcosine dehydrogenase
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K00315	DMGDH; dimethylglycine dehydrogenase
Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	K00316	spdH; spermidine dehydrogenase
Metabolism	Energy metabolism	Methane_metabolism	K00317	dmd-tmd; dimethylamine/trimethylamine dehydrogenase
Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	K00318	PRODH; proline dehydrogenase
Metabolism	Energy metabolism	Methane_metabolism	K00319	mtd; methylenetetrahydromethanopterin dehydrogenase
Metabolism	Energy metabolism	Methane_metabolism	K00320	mer; 5,10-methylenetetrahydromethanopterin reductase
Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	K00322	sthA, udhA; NAD(P) transhydrogenase
Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	K00323	NNT; NAD(P) transhydrogenase
Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	K00324	pntA; NAD(P) transhydrogenase subunit alpha
Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	K00325	pntB; NAD(P) transhydrogenase subunit beta
Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	K00326	E1.6.2.2; cytochrome-b5 reductase
Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	K00328	IPMK; inositol-polyphosphate multikinase
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00329	E1.6.5.3; NADH dehydrogenase
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00330	nuoA; NADH-quinone oxidoreductase subunit A
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00331	nuoB; NADH-quinone oxidoreductase subunit B
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00332	nuoC; NADH-quinone oxidoreductase subunit C
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00333	nuoD; NADH-quinone oxidoreductase subunit D
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00334	nuoE; NADH-quinone oxidoreductase subunit E
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00335	nuoF; NADH-quinone oxidoreductase subunit F
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00336	nuoG; NADH-quinone oxidoreductase subunit G
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00337	nuoH; NADH-quinone oxidoreductase subunit H
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00338	nuoI; NADH-quinone oxidoreductase subunit I
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00339	nuoJ; NADH-quinone oxidoreductase subunit J
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00340	nuoK; NADH-quinone oxidoreductase subunit K
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00341	nuoL; NADH-quinone oxidoreductase subunit L
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00342	nuoM; NADH-quinone oxidoreductase subunit M
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00343	nuoN; NADH-quinone oxidoreductase subunit N
Metabolism	Metabolism of cofactors and vitamins	Ubiquinone_and_other_terpenoid-quinone_biosynthesis	K00355	NQO1; NAD(P)H dehydrogenase (quinone)
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00356	E1.6.99.3; NADH dehydrogenase
Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	K00357	QDPR; dihydropteridine reductase
Metabolism	Energy metabolism	Nitrogen_metabolism	K00360	nasB; assimilatory nitrate reductase electron transfer subunit
Metabolism	Energy metabolism	Nitrogen_metabolism	K00362	nirB; nitrite reductase (NADH) large subunit
Metabolism	Energy metabolism	Nitrogen_metabolism	K00363	nirD; nitrite reductase (NADH) small subunit
Metabolism	Nucleotide metabolism	Purine_metabolism	K00364	E1.7.1.7, guaC; GMP reductase
Metabolism	Nucleotide metabolism	Purine_metabolism	K00365	uaZ; urate oxidase
Metabolism	Energy metabolism	Nitrogen_metabolism	K00366	nirA; ferredoxin-nitrite reductase
Metabolism	Energy metabolism	Nitrogen_metabolism	K00367	narB; ferredoxin-nitrate reductase
Metabolism	Energy metabolism	Nitrogen_metabolism	K00368	nirK; nitrite reductase (NO-forming)
Metabolism	Energy metabolism	Nitrogen_metabolism	K00370	narG; nitrate reductase alpha subunit
Metabolism	Energy metabolism	Nitrogen_metabolism	K00371	narH; nitrate reductase beta subunit
Metabolism	Energy metabolism	Nitrogen_metabolism	K00372	nasA; assimilatory nitrate reductase catalytic subunit
Metabolism	Energy metabolism	Nitrogen_metabolism	K00373	narJ; nitrate reductase delta subunit
Metabolism	Energy metabolism	Nitrogen_metabolism	K00374	narI; nitrate reductase gamma subunit
Metabolism	Energy metabolism	Nitrogen_metabolism	K00376	nosZ; nitrous-oxide reductase
Metabolism	Energy metabolism	Sulfur_metabolism	K00380	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component
Metabolism	Energy metabolism	Sulfur_metabolism	K00381	cysI; sulfite reductase (NADPH) hemoprotein beta-component
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase
Metabolism	Metabolism of other amino acids	Glutathione_metabolism	K00383	GSR, gor; glutathione reductase (NADPH)
Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	K00384	trxB; thioredoxin reductase (NADPH)
Metabolism	Energy metabolism	Sulfur_metabolism	K00385	asrC; anaerobic sulfite reductase subunit C
Metabolism	Energy metabolism	Sulfur_metabolism	K00387	SUOX; sulfite oxidase
Metabolism	Energy metabolism	Sulfur_metabolism	K00390	cysH; phosphoadenosine phosphosulfate reductase
Metabolism	Energy metabolism	Sulfur_metabolism	K00392	sir; sulfite reductase (ferredoxin)
Metabolism	Energy metabolism	Sulfur_metabolism	K00394	aprA; adenylylsulfate reductase, subunit A
Metabolism	Energy metabolism	Sulfur_metabolism	K00395	aprB; adenylylsulfate reductase, subunit B
Metabolism	Energy metabolism	Methane_metabolism	K00399	mcrA; methyl-coenzyme M reductase alpha subunit
Metabolism	Energy metabolism	Methane_metabolism	K00400	K00400; methyl coenzyme M reductase system, component A2
Metabolism	Energy metabolism	Methane_metabolism	K00401	mcrB; methyl-coenzyme M reductase beta subunit
Metabolism	Energy metabolism	Methane_metabolism	K00402	mcrG; methyl-coenzyme M reductase gamma subunit
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00404	ccoN; cytochrome c oxidase cbb3-type subunit I
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00405	ccoO; cytochrome c oxidase cbb3-type subunit II
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00406	ccoP; cytochrome c oxidase cbb3-type subunit III
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00407	ccoQ; cytochrome c oxidase cbb3-type subunit IV
Environmental Information Processing	Signal transduction	Wnt_signaling_pathway	K00408	WNT4; wingless-type MMTV integration site family, member 4
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00410	fbcH; ubiquinol-cytochrome c reductase cytochrome b/c1 subunit
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00411	UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00412	CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00413	CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00414	QCR1, UQCRC1; ubiquinol-cytochrome c reductase core subunit 1
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00415	QCR2, UQCRC2; ubiquinol-cytochrome c reductase core subunit 2
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00416	QCR6, UQCRH; ubiquinol-cytochrome c reductase subunit 6
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00417	QCR7, UQCRB; ubiquinol-cytochrome c reductase subunit 7
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00418	QCR8, UQCRQ; ubiquinol-cytochrome c reductase subunit 8
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00419	QCR9, UCRC; ubiquinol-cytochrome c reductase subunit 9
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00420	QCR10, UQCR; ubiquinol-cytochrome c reductase subunit 10
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00422	E1.10.3.1; polyphenol oxidase
Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	K00423	E1.10.3.3; L-ascorbate oxidase
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00425	cydA; cytochrome d ubiquinol oxidase subunit I
Metabolism	Energy metabolism	Oxidative_phosphorylation	K00426	cydB; cytochrome d ubiquinol oxidase subunit II
Metabolism	Amino acid metabolism	Phenylalanine_metabolism	K00430	E1.11.1.7; peroxidase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00431	TPO; thyroid peroxidase
Metabolism	Lipid metabolism	Arachidonic_acid_metabolism	K00432	E1.11.1.9; glutathione peroxidase
Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	K00434	E1.11.1.11; L-ascorbate peroxidase
Metabolism	Energy metabolism	Methane_metabolism	K00440	frhA; coenzyme F420 hydrogenase subunit alpha
Metabolism	Energy metabolism	Methane_metabolism	K00441	frhB; coenzyme F420 hydrogenase subunit beta
Metabolism	Energy metabolism	Methane_metabolism	K00442	frhD; coenzyme F420 hydrogenase subunit delta
Metabolism	Energy metabolism	Methane_metabolism	K00443	frhG; coenzyme F420 hydrogenase subunit gamma
Environmental Information Processing	Signal transduction	Wnt_signaling_pathway	K00444	WNT5; wingless-type MMTV integration site family, member 5
Environmental Information Processing	Signal transduction	Wnt_signaling_pathway	K00445	WNT6; wingless-type MMTV integration site family, member 6
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K00446	dmpB, xylE; catechol 2,3-dioxygenase
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K00448	pcaG; protocatechuate 3,4-dioxygenase, alpha subunit
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K00449	pcaH; protocatechuate 3,4-dioxygenase, beta subunit
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00450	E1.13.11.4; gentisate 1,2-dioxygenase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00451	HGD, hmgA; homogentisate 1,2-dioxygenase
Metabolism	Amino acid metabolism	Tryptophan_metabolism	K00452	HAAO; 3-hydroxyanthranilate 3,4-dioxygenase
Metabolism	Amino acid metabolism	Tryptophan_metabolism	K00453	E1.13.11.11, TDO2; tryptophan 2,3-dioxygenase
Metabolism	Lipid metabolism	Linoleic_acid_metabolism	K00454	LOX2S; lipoxygenase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00455	hpaD, hpcB; 3,4-dihydroxyphenylacetate 2,3-dioxygenase
Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	K00456	CDO1; cysteine dioxygenase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00457	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase
Metabolism	Lipid metabolism	Arachidonic_acid_metabolism	K00458	ALOX12; arachidonate 12-lipoxygenase
Metabolism	Energy metabolism	Nitrogen_metabolism	K00459	ncd2, npd; nitronate monooxygenase
Metabolism	Lipid metabolism	Arachidonic_acid_metabolism	K00460	ALOX15; arachidonate 15-lipoxygenase
Metabolism	Lipid metabolism	Arachidonic_acid_metabolism	K00461	ALOX5; arachidonate 5-lipoxygenase
Metabolism	Xenobiotics biodegradation and metabolism	Chlorocyclohexane_and_chlorobenzene_degradation	K00462	bphC; biphenyl-2,3-diol 1,2-dioxygenase
Metabolism	Amino acid metabolism	Tryptophan_metabolism	K00463	INDO; indoleamine 2,3-dioxygenase
Metabolism	Amino acid metabolism	Tryptophan_metabolism	K00466	E1.13.12.3; tryptophan 2-monooxygenase
Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	K00467	E1.13.12.4; lactate 2-monooxygenase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00468	E1.13.12.-;
Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	K00469	MIOX; inositol oxygenase
Metabolism	Amino acid metabolism	Lysine_degradation	K00471	E1.14.11.1; gamma-butyrobetaine dioxygenase
Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	K00472	E1.14.11.2; prolyl 4-hydroxylase
Metabolism	Amino acid metabolism	Lysine_degradation	K00473	PLOD1; procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
Metabolism	Amino acid metabolism	Lysine_degradation	K00474	TMLHE; trimethyllysine dioxygenase
Metabolism	Biosynthesis of other secondary metabolites	Flavonoid_biosynthesis	K00475	E1.14.11.9; naringenin 3-dioxygenase
Cellular Processes	Transport and catabolism	Peroxisome	K00477	PHYH; phytanoyl-CoA hydroxylase
Metabolism	Xenobiotics biodegradation and metabolism	Dioxin_degradation	K00480	E1.14.13.1; salicylate hydroxylase
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K00481	pobA; p-hydroxybenzoate 3-monooxygenase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00483	hpaB; 4-hydroxyphenylacetate 3-monooxygenase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00484	hpaC; flavin reductase (NADH)
Metabolism	Xenobiotics biodegradation and metabolism	Drug_metabolism_-_cytochrome_P450	K00485	FMO; dimethylaniline monooxygenase (N-oxide forming)
Metabolism	Amino acid metabolism	Tryptophan_metabolism	K00486	KMO; kynurenine 3-monooxygenase
Metabolism	Amino acid metabolism	Phenylalanine_metabolism	K00487	CYP73A; trans-cinnamate 4-monooxygenase
Metabolism	Lipid metabolism	Primary_bile_acid_biosynthesis	K00488	CYP27A; cholestanetriol 26-monooxygenase
Metabolism	Lipid metabolism	Primary_bile_acid_biosynthesis	K00489	CYP7A1; cholesterol 7alpha-monooxygenase
Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	K00491	nos; nitric-oxide synthase, bacterial
Metabolism	Amino acid metabolism	Histidine_metabolism	K00492	E1.14.13.-;
Metabolism	Lipid metabolism	Fatty_acid_degradation	K00493	E1.14.14.1; unspecific monooxygenase
Environmental Information Processing	Signal transduction	Two-component_system	K00494	luxA; alkanal monooxygenase alpha chain
Metabolism	Lipid metabolism	Fatty_acid_degradation	K00496	alkB1_2; alkane 1-monooxygenase
Metabolism	Lipid metabolism	Steroid_hormone_biosynthesis	K00497	CYP11B1; steroid 11beta-monooxygenase
Metabolism	Lipid metabolism	Steroid_hormone_biosynthesis	K00498	CYP11A; cholesterol monooxygenase (side-chain-cleaving)
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K00499	E1.14.15.7; choline monooxygenase
Metabolism	Amino acid metabolism	Phenylalanine_metabolism	K00500	phhA, PAH; phenylalanine-4-hydroxylase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00501	TH; tyrosine 3-monooxygenase
Metabolism	Amino acid metabolism	Tryptophan_metabolism	K00502	TPH1_2; tryptophan 5-monooxygenase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00503	DBH; dopamine beta-monooxygenase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00505	TYR; tyrosinase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K00506	TYRP1; tyrosinase-related protein 1
Metabolism	Lipid metabolism	Biosynthesis_of_unsaturated_fatty_acids	K00507	SCD, desC; stearoyl-CoA desaturase (delta-9 desaturase)
